path,speaker_id,emotion,label,f_mfcc_mean_0,f_mfcc_mean_1,f_mfcc_mean_2,f_mfcc_mean_3,f_mfcc_mean_4,f_mfcc_mean_5,f_mfcc_mean_6,f_mfcc_mean_7,f_mfcc_mean_8,f_mfcc_mean_9,f_mfcc_mean_10,f_mfcc_mean_11,f_mfcc_mean_12,f_mfcc_std_0,f_mfcc_std_1,f_mfcc_std_2,f_mfcc_std_3,f_mfcc_std_4,f_mfcc_std_5,f_mfcc_std_6,f_mfcc_std_7,f_mfcc_std_8,f_mfcc_std_9,f_mfcc_std_10,f_mfcc_std_11,f_mfcc_std_12,f_mfcc_d1_0,f_mfcc_d1_1,f_mfcc_d1_2,f_mfcc_d1_3,f_mfcc_d1_4,f_mfcc_d1_5,f_mfcc_d1_6,f_mfcc_d1_7,f_mfcc_d1_8,f_mfcc_d1_9,f_mfcc_d1_10,f_mfcc_d1_11,f_mfcc_d1_12,f_mfcc_d2_0,f_mfcc_d2_1,f_mfcc_d2_2,f_mfcc_d2_3,f_mfcc_d2_4,f_mfcc_d2_5,f_mfcc_d2_6,f_mfcc_d2_7,f_mfcc_d2_8,f_mfcc_d2_9,f_mfcc_d2_10,f_mfcc_d2_11,f_mfcc_d2_12,f_pitch_mean,f_pitch_std,f_pitch_min,f_pitch_max,f_pitch_range,f_voiced_frac,f_jitter_local,f_jitter_rap,f_shimmer_local,f_shimmer_apq3,f_hnr,f_rms_mean,f_rms_std,f_rms_max,f_rms_min,f_rms_range,f_zcr_mean,f_zcr_std,f_spec_centroid,f_spec_bandwidth,f_spec_rolloff,f_spec_contrast,f_spec_flatness,f_syllable_count,f_speech_rate,f_duration,f_pause_ratio,f_tempo
data/RAVDESS/Actor_01/03-01-01-01-01-01-01.wav,actor_01,neutral,alert,-146.4759063720703,110.61260223388672,-12.508068084716797,30.89889144897461,0.8584218621253967,-10.049242973327637,-13.255874633789062,-28.820812225341797,-19.603212356567383,0.718398928642273,-12.318477630615234,1.9676262140274048,-14.48172664642334,78.32140350341797,54.28410339355469,23.303630828857422,29.47589683532715,22.9945125579834,16.00645637512207,16.482179641723633,12.618695259094238,9.11404037475586,12.725955963134766,13.369235038757324,13.156423568725586,8.676729202270508,-2.5752642154693604,2.3533811569213867,-0.584807813167572,-1.227104663848877,0.7213289141654968,0.5613300800323486,-0.32985350489616394,-0.05117778480052948,0.6559052467346191,0.38510143756866455,0.3880694508552551,0.3768858313560486,-0.16068218648433685,-3.991410970687866,-1.008421778678894,0.4060426652431488,-0.40303754806518555,0.09224060922861099,0.6199687719345093,0.14329862594604492,0.1918722689151764,-0.027230551466345787,0.5534999966621399,0.5442562103271484,-0.6244365572929382,0.39459148049354553,117.45435678436658,16.214012384024564,88.57675191023606,146.40856959456255,57.831817684326495,0.9069767441860465,0.03039239944109564,0.03935532790503992,0.20446078479290009,0.4808555841445923,-1.939252495765686,0.13912567496299744,0.0668993666768074,0.27143561840057373,0.009220435284078121,0.26221519708633423,0.10393577398255814,0.06294672634805845,1499.972133195968,1461.49451794261,2826.3081395348836,24.99699267520803,0.024143265560269356,4.0,2.976190476190476,1.344,0.0,81.52173913043478
data/RAVDESS/Actor_01/03-01-01-01-01-02-01.wav,actor_01,neutral,alert,-155.63343811035156,104.48987579345703,-9.153914451599121,35.39840316772461,-1.7801239490509033,-9.343889236450195,-14.313223838806152,-29.9966983795166,-15.9979829788208,0.926547646522522,-12.392839431762695,1.0517876148223877,-16.181673049926758,67.97327423095703,51.83937072753906,23.280670166015625,26.096216201782227,24.59776496887207,14.31605339050293,17.87455940246582,13.580073356628418,10.25563907623291,13.09861946105957,13.634979248046875,11.942965507507324,7.578439712524414,-4.595713138580322,2.3556435108184814,-0.7512145042419434,-1.408534049987793,0.6261399388313293,0.6090344786643982,0.0755658969283104,-0.11055029183626175,0.4781113564968109,0.5457915663719177,0.831312358379364,0.3407185971736908,0.007427326403558254,-1.4842936992645264,-0.5210159420967102,-0.6234066486358643,0.32100197672843933,0.30222657322883606,0.16671307384967804,0.07120761275291443,-0.0026208048220723867,0.3359808027744293,0.34447112679481506,0.07727307081222534,-0.4263080954551697,0.327648788690567,120.79625232526114,18.27841481963022,85.06671609508557,152.4497023255762,67.38298623049063,0.9761904761904762,0.02221751037862924,0.02073287108277219,0.18725039064884186,0.43032100796699524,-0.5726842284202576,0.13034598529338837,0.05609062314033508,0.23665964603424072,0.01204720139503479,0.22461244463920593,0.08940197172619048,0.04839463096580251,1483.528466330602,1491.7779694753933,2869.7916666666665,25.752526422412014,0.017925739288330078,4.0,3.048780487804878,1.312,0.0,110.29411764705883
data/RAVDESS/Actor_01/03-01-01-01-02-01-01.wav,actor_01,neutral,alert,-160.4896697998047,108.28539276123047,-6.697075843811035,28.354923248291016,-4.380163192749023,-4.5315752029418945,-17.428110122680664,-27.41330337524414,-20.77553939819336,0.7709118723869324,-11.643121719360352,4.073657035827637,-15.551095008850098,64.7651596069336,61.256771087646484,36.016822814941406,22.773603439331055,26.962167739868164,18.61659812927246,19.70809555053711,12.451454162597656,11.045768737792969,14.790037155151367,10.937076568603516,15.468340873718262,7.591622829437256,-5.3259453773498535,0.9119356870651245,0.6363821029663086,-1.0691485404968262,1.740268588066101,-0.18551558256149292,0.01544923335313797,0.7405451536178589,0.6892856955528259,-0.3369635045528412,-0.05715324729681015,0.48725301027297974,-0.08798791468143463,-3.1551156044006348,-1.0706437826156616,1.0193144083023071,0.5322930216789246,1.6595594882965088,0.5843185782432556,-0.7667075395584106,0.0548350065946579,0.4633201062679291,0.34009096026420593,0.07621403783559799,-0.7053723335266113,0.3706222176551819,115.65027459424539,15.401532703960374,87.55936114058852,144.7269237440378,57.167562603449284,0.9512195121951219,0.034297828741500176,0.048648856578785406,0.1828979104757309,0.5229373574256897,-2.261842966079712,0.12093587964773178,0.06324189156293869,0.2859768867492676,0.013363098725676537,0.2726137936115265,0.11442454268292683,0.10901460771356555,1576.9581667740085,1434.186152919004,2879.001524390244,25.52084812244187,0.012992395088076591,4.0,3.125,1.28,0.0,125.0
data/RAVDESS/Actor_01/03-01-01-01-02-02-01.wav,actor_01,neutral,alert,-177.99867248535156,100.81852722167969,-1.571929931640625,29.23713493347168,-0.9001396894454956,-1.6357699632644653,-20.160099029541016,-25.818796157836914,-17.573572158813477,1.1661875247955322,-10.470738410949707,-0.5002419352531433,-14.915264129638672,84.6478271484375,59.480491638183594,33.9960823059082,25.792381286621094,23.576711654663086,15.378775596618652,19.167850494384766,12.518243789672852,12.291350364685059,12.896866798400879,10.127462387084961,11.112029075622559,8.263487815856934,-4.791806221008301,1.640655279159546,-0.0596013069152832,-0.49171578884124756,1.4734681844711304,0.18701046705245972,0.21379512548446655,0.6381168365478516,0.7278510928153992,0.2092347890138626,0.556403398513794,-0.47109222412109375,-0.13835905492305756,-4.346139907836914,-1.739403486251831,0.7441554665565491,0.7287322282791138,0.701116681098938,0.4469025433063507,-0.318240225315094,0.2560845911502838,0.5371949076652527,-0.20477965474128723,-0.00990460254251957,-0.4544874131679535,0.46658948063850403,115.1068263825649,14.857743050199076,86.05514372443301,139.79699341790194,53.741849693468936,1.0,0.03305182095926039,0.04390128989820474,0.20882755517959595,0.6097259521484375,-1.8951621055603027,0.10390982776880264,0.06335652619600296,0.2819887101650238,0.007565838284790516,0.27442288398742676,0.12146293826219512,0.10772679560079036,1616.141476888538,1498.1517117963501,3019.435975609756,24.9517632799835,0.02219158224761486,3.0,2.34375,1.28,0.0,133.92857142857142
data/RAVDESS/Actor_01/03-01-02-01-01-01-01.wav,actor_01,calm,alert,-149.01351928710938,103.27653503417969,0.09587860107421875,29.929426193237305,1.905112862586975,-5.573037147521973,-14.450953483581543,-19.34957504272461,-19.795743942260742,2.4645321369171143,-11.61926555633545,2.491422653198242,-12.835314750671387,58.43712615966797,60.29072952270508,33.393409729003906,27.70595359802246,25.133682250976562,15.881930351257324,16.039915084838867,12.190773963928223,9.792496681213379,16.00344467163086,12.628205299377441,10.401166915893555,10.660316467285156,-3.561220169067383,3.8490686416625977,-0.4846816658973694,-1.3583515882492065,0.5930660367012024,0.2754134237766266,0.24150638282299042,0.15300416946411133,0.38871216773986816,-0.023053618147969246,0.17173458635807037,0.5879766345024109,-0.2899092733860016,-1.8651726245880127,-1.0524388551712036,-0.08715107291936874,0.022427044808864594,0.12197078764438629,0.5546017289161682,-0.24744068086147308,0.14299486577510834,0.2953374981880188,0.4798663258552551,0.2858333885669708,-0.35003146529197693,0.22847330570220947,124.2559133427074,20.13934898147752,92.23161935859392,156.0130452026747,63.781425844080786,0.76,0.024636756856495044,0.03508201168408357,0.21567532420158386,0.6068487763404846,-2.0917599201202393,0.14438150823116302,0.08761774748563766,0.38141822814941406,0.01757730543613434,0.3638409376144409,0.1223046875,0.09880545688648414,1621.4282658601587,1494.2456289106183,2918.125,25.034646870514322,0.02791268564760685,4.0,2.5510204081632653,1.568,0.0,125.0
data/RAVDESS/Actor_01/03-01-02-01-01-02-01.wav,actor_01,calm,alert,-177.28639221191406,116.36177825927734,-3.4706201553344727,26.15898323059082,6.6258625984191895,-6.621649742126465,-15.287867546081543,-16.243928909301758,-17.07620620727539,3.6120071411132812,-8.331940650939941,0.061320606619119644,-11.894282341003418,66.21932220458984,54.9547004699707,33.02025604248047,24.77012825012207,24.317577362060547,13.057976722717285,16.487937927246094,13.53873348236084,11.857953071594238,13.285612106323242,13.985023498535156,9.49533748626709,11.198967933654785,-4.536162853240967,2.3351409435272217,-0.3631168007850647,-1.0874497890472412,0.831186056137085,0.19377592206001282,0.2697747051715851,0.36522176861763,0.8242591023445129,0.3478999733924866,0.2733815908432007,-0.04019744694232941,0.036748405545949936,-1.713668704032898,-1.1999608278274536,0.3266521096229553,-0.017174968495965004,0.2091379463672638,0.520415186882019,0.0077191744931042194,0.36551526188850403,0.04240480437874794,0.3790472447872162,0.2752950191497803,-0.2824680209159851,0.17864924669265747,112.38951291734877,20.126387281413496,90.64713534281104,157.8258294677283,67.17869412491727,1.0,0.03060743926523015,0.03543402860841042,0.22347378730773926,0.6337710022926331,-0.8929768800735474,0.11642667651176453,0.07378785312175751,0.3551299571990967,0.015808865427970886,0.3393210768699646,0.09069372106481481,0.06637367564487989,1412.5320187087489,1433.0791825916838,2630.497685185185,24.63221774914263,0.019432993605732918,6.0,3.5377358490566038,1.696,0.0,110.29411764705883
data/RAVDESS/Actor_01/03-01-02-01-02-01-01.wav,actor_01,calm,alert,-153.90658569335938,107.48518371582031,-7.214629173278809,24.851900100708008,-1.717920184135437,-0.8996620774269104,-13.54279613494873,-19.55302619934082,-18.467317581176758,2.1288366317749023,-6.260704040527344,0.6857465505599976,-13.100129127502441,77.85667419433594,65.01126098632812,41.13066101074219,26.066789627075195,24.71514129638672,16.566204071044922,20.760669708251953,13.943402290344238,11.396634101867676,17.22992515563965,12.139437675476074,9.5081787109375,11.598061561584473,-3.7901811599731445,0.644686758518219,-0.3450870215892792,-0.4390247166156769,1.1252827644348145,-0.392705500125885,0.06865756213665009,0.4853840470314026,0.7581403255462646,0.16693292558193207,0.10367340594530106,-0.0755833312869072,-0.10269805043935776,-2.2323834896087646,-1.0958771705627441,0.30041760206222534,0.5291165113449097,0.3976764678955078,0.02231321670114994,-0.3445569574832916,0.13820432126522064,0.18180789053440094,-0.10845907777547836,-0.055883415043354034,-0.34293922781944275,0.4625336229801178,108.06070763230164,10.541405428421877,89.08987181403393,130.43520697655643,41.3453351625225,0.9615384615384616,0.03191664006289364,0.04225096227259971,0.14485393464565277,0.48989009857177734,-2.8587424755096436,0.14631274342536926,0.07167717069387436,0.3119398355484009,0.010094285942614079,0.3018455505371094,0.12664325420673078,0.13465378385228532,1599.4668259763125,1390.6535797433644,2808.59375,25.600502237580937,0.011718124151229858,4.0,2.450980392156863,1.632,0.0,93.75
data/RAVDESS/Actor_01/03-01-02-01-02-02-01.wav,actor_01,calm,alert,-169.57009887695312,115.13156127929688,-8.690186500549316,27.090675354003906,-0.6379187703132629,-1.7147245407104492,-16.623472213745117,-20.305625915527344,-17.07769012451172,0.1763249933719635,-6.355178356170654,1.9243955612182617,-12.725320816040039,80.58522033691406,62.12541580200195,35.79220962524414,22.63790512084961,21.36321258544922,13.677400588989258,18.759445190429688,11.755889892578125,11.9083890914917,16.524494171142578,11.996637344360352,10.949577331542969,11.22859001159668,-2.356449842453003,0.7519315481185913,-0.4807504415512085,-0.870553195476532,0.683057963848114,-0.4020250737667084,0.3944435119628906,0.6045194268226624,0.24573123455047607,0.1959851086139679,0.38037461042404175,-0.40324050188064575,-0.12746557593345642,-3.0569210052490234,-1.1851048469543457,0.05874008312821388,0.5460975766181946,0.5271971225738525,0.1100357249379158,-0.18848296999931335,0.11648103594779968,0.4982384443283081,0.050154123455286026,-0.0392850860953331,-0.20822390913963318,0.2411922812461853,107.91855018660392,9.23838316051799,87.55936114058852,124.5449622358823,36.985601095293774,0.96,0.02690768974764368,0.03639999141369524,0.14270657300949097,0.529831051826477,-0.9401992559432983,0.12621992826461792,0.06687524169683456,0.2756075859069824,0.011086114682257175,0.2645214796066284,0.106875,0.11232993262451345,1473.0517644456665,1367.685338468652,2683.28125,25.34890952977933,0.012304617092013359,4.0,2.5510204081632653,1.568,0.0,98.6842105263158
data/RAVDESS/Actor_01/03-01-02-02-01-01-01.wav,actor_01,calm,alert,-154.32177734375,114.24730682373047,1.320415735244751,27.817623138427734,3.6087703704833984,-5.750394821166992,-13.263077735900879,-11.674742698669434,-17.709365844726562,2.7908341884613037,-3.9586308002471924,-1.2067759037017822,-10.484822273254395,63.460872650146484,54.520240783691406,30.64315414428711,26.901782989501953,25.2030029296875,12.936370849609375,16.74200439453125,8.23245620727539,10.643204689025879,14.831413269042969,11.845556259155273,8.109289169311523,8.80519962310791,-1.52700936794281,2.123208999633789,-1.6117372512817383,-0.8123862743377686,1.0291637182235718,-0.20823350548744202,-0.04381201043725014,0.13598468899726868,0.6819137334823608,0.17938175797462463,0.1122891828417778,0.04187933728098869,-0.44473403692245483,-2.508527994155884,-0.8614860773086548,0.34507349133491516,-0.07730617374181747,-0.3309013545513153,0.21424105763435364,0.09673762321472168,0.21744970977306366,0.06082722544670105,0.24327436089515686,-0.02384219504892826,-0.21086397767066956,0.2228342592716217,102.0073347527932,9.703234102336143,89.08987181403393,140.60682916223496,51.51695734820103,0.9482758620689655,0.02477835977573525,0.028535610790456148,0.17783604562282562,0.49036791920661926,1.0832860469818115,0.138375386595726,0.0678548589348793,0.34954017400741577,0.012155445292592049,0.33738473057746887,0.08517982219827586,0.06673981632345602,1424.854078840929,1462.3550372684065,2633.4859913793102,24.842062241851973,0.020101401954889297,6.0,3.289473684210526,1.824,0.0,117.1875
data/RAVDESS/Actor_01/03-01-02-02-01-02-01.wav,actor_01,calm,alert,-163.4964141845703,103.65557861328125,-3.385106325149536,23.694074630737305,1.3608248233795166,-4.197700500488281,-15.35080623626709,-13.60196304321289,-15.535036087036133,4.1133880615234375,-5.388062953948975,-2.5361835956573486,-11.236084938049316,49.14811325073242,63.82107162475586,30.163299560546875,21.788976669311523,24.723445892333984,14.131657600402832,18.00889778137207,12.360176086425781,11.68604850769043,15.805031776428223,13.323307037353516,7.11164665222168,10.312480926513672,-2.4985268115997314,1.6857056617736816,-1.060761570930481,-0.46495702862739563,0.5641552805900574,0.4210140109062195,0.22802765667438507,0.05451379716396332,0.5722625255584717,0.28454849123954773,0.27451103925704956,0.1841910183429718,-0.09401524066925049,-1.0895847082138062,-1.1360303163528442,-0.0073609426617622375,0.005478688981384039,-0.019401924684643745,0.23593538999557495,0.029011201113462448,0.18741697072982788,0.1227138563990593,0.2664072513580322,0.11869904398918152,-0.21845220029354095,0.11603349447250366,107.91905341402723,14.083357042799834,81.695772662055,132.71517423385683,51.01940157180182,0.9090909090909091,0.041007513798731875,0.06033817708351148,0.19797927141189575,0.598820149898529,0.41332826018333435,0.11633002012968063,0.06966076791286469,0.3507119119167328,0.016249248757958412,0.3344626724720001,0.13119969223484848,0.14270581270062785,1668.8879347256313,1449.2337195169287,2877.0123106060605,24.612267059305744,0.027791623026132584,7.0,3.3653846153846154,2.08,0.0,187.5
